idx,z,e,age,sex,x,y
122206,[],[0.180224492612753],11,0,80.64199994507977,34.02035423784845
122212,[],[0.771295938859775],11,1,74.7403941777544,4.983932577427574
122220,[],[0.146023385014515],11,1,52.51500936327362,47.60957095254346
122222,[],[0.242385312985773],11,1,58.04806836610898,15.234977758809622
122225,[],[0.107396027416476],11,1,61.55887066080713,23.59220555239514
122227,[],[0.0936801165107624],11,0,44.72964799585298,44.69193142483033
122229,[],[0.110668110786958],11,0,87.8326009596429,51.234582239113166
122233,[],[0.810453035615147],11,1,77.14574404815875,18.657552461037177
122236,[],[0.171687680159061],11,0,96.07200945078343,24.59707063079466
122239,[],[0.244697165522462],11,0,78.62775498616378,65.19549090990671
122245,[],[0.28723604975768],11,1,81.83806128506961,48.557322726890696
122248,[],[0.44524910406539],11,0,74.16407360639602,5.696805484168441
122250,[],[0.0786068875896277],11,0,56.9041113698567,74.40892317423987
122255,[],[0.626611570169058],11,0,73.26303404855715,23.36387368624193
122263,[],[0.570903011378043],11,0,74.73939978958542,22.25924408360788
122274,[],[0.178225583162564],11,1,79.65047364976142,71.84494532562188
122280,[],[0.448217845343525],11,1,74.68162775777174,7.219811948708089
122283,[],[0.543360889534503],11,1,68.12704340098645,61.08590165351852
122316,[],[0.330041599599978],11,0,23.111868416702528,30.795893748767714
122326,[],[0.799224552027741],11,1,72.70547222572425,3.915728125328527
122328,[],[0.158758553303388],11,0,65.29467950171008,13.172732681736575
122334,[],[0.273236677793264],11,1,93.99193612022896,0.0
122337,[],[0.632353646024576],11,0,87.05065970057345,65.37343766182852
122349,[],[0.108877171083258],11,0,54.582813248749986,22.7706312559114
122355,[],[0.601731579907923],11,1,75.6248783091107,18.3660787329495
122365,[],[0.521183240460453],11,1,77.76001111101357,62.8229622767097
122370,[],[0.164539902760047],11,1,63.77434203913877,70.10301603001888
122376,[],[0.22680422125173],11,1,35.61074257693105,6.008266116724741
122385,[],[0.499887430844866],10,0,64.63335509525365,42.97485265989377
122386,[],[0.679291198293677],10,1,76.92288618151838,17.748820251488816
122400,[],[0.207461344247261],10,0,69.27925269576174,14.580313893282893
122404,[],[0.107915671457898],10,0,63.2117278788329,24.082651227517385
122417,[],[0.165351015981392],10,0,88.17473718830531,11.65460024347289
122421,[],[0.0943673205895641],10,1,94.67704195671165,90.25942921343574
122424,[],[0.152370308916128],10,0,79.40286397237985,50.118106142992154
122425,[],[0.132550655909516],10,0,61.380970962708226,31.921906322292976
122429,[],[0.099900265289211],10,1,42.24942786521222,20.82853835643245
122436,[],[0.530747556490686],10,1,87.34962515862814,64.80603114604111
122438,[],[0.0501256633562983],10,0,96.0370262099245,51.84885418319912
122447,[],[0.264975067346545],10,0,48.83224214936386,63.75269692826247
122450,[],[0.350371047848821],10,1,22.870468875691117,32.722130959716
122457,[],[0.0936040166250927],10,0,96.12370553127123,98.35265959346987
122463,[],[0.551941359133969],10,1,86.65043802838109,65.36701799943421
122474,[],[0.554536442560895],10,1,66.09133304651897,38.58364528600596
122478,[],[0.0965178230980345],10,1,57.013065402317906,30.718656268844157
122490,[],[0.734102933235038],10,0,78.65512601267314,6.806371466404877
122491,[],[0.248140578320307],10,1,39.247831517309,36.83506244365607
122492,[],[0.776443889855539],10,0,70.37576332504585,32.22191966892593
122500,[],[0.744629228129205],10,1,72.74206583904939,30.03816970495577
122501,[],[0.521732846735653],10,0,64.19861818379019,41.7645714712778
122502,[],[0.109399565090869],10,0,50.65901091757159,44.441141060217106
122508,[],[0.148922347965618],10,0,29.879147187808854,22.071607310943868
122521,[],[0.298316354563981],10,0,74.31621634860494,34.49082996315686
122522,[],[0.451762205728528],10,1,18.320625581392967,1.0485662493441814
122532,[],[0.277886914228492],10,0,75.57807205320398,33.51289352614467
122549,[],[0.215225578874746],10,1,80.90154785928102,23.545723533913783
122553,[],[0.21074308754931],10,1,56.23043965104988,69.60639390632646
122555,[],[0.493443207969027],10,1,75.89692773177593,60.68196887937381
122558,[],[0.350467620077096],10,0,79.19749113618407,65.00247681497211
122559,[],[0.280526452837601],10,0,74.23239676536701,77.62811645970399
122566,[],[0.282824894433474],10,0,55.80486125543734,66.85123062258474
122570,[],[0.317280631606655],10,1,73.8464239108897,35.72663002347484
122572,[],[0.433251828338849],10,0,64.52705330270675,54.84784762528543
122575,[],[0.258624582940458],10,1,79.33473768986154,5.899225862608628
122578,[],[0.0730042290036536],10,0,50.382785513119345,32.314929250248184
122579,[],[0.272551394017475],10,1,74.72343082372944,38.86421585462094
122589,[],[0.803086662470505],10,1,75.97968670133415,19.74035842127623
122597,[],[0.0985259279755707],10,1,98.1962898074627,73.67045098512284
122607,[],[0.524455817803862],10,1,15.705740198667455,2.0014548713912017
122612,[],[0.320881587388276],10,0,90.84295175150739,37.157604463219
122619,[],[0.417635726887486],10,1,64.15484995330674,62.55327104749289
122621,[],[0.169174430141782],10,1,86.67505915059981,27.06346197521938
122622,[],[0.139211256787507],10,0,75.1680044919683,80.37110413858647
122656,[],[0.117319807799207],10,1,9.725400244038287,10.792230652029861
122664,[],[0.711411535647018],9,0,78.92078802126555,20.848915702987927
122665,[],[0.622387093450282],9,0,81.00831595549342,14.590423588585745
122669,[],[0.107372744905195],9,0,29.104311125356798,13.801464467175931
122671,[],[0.190412061385138],9,0,42.85640297797692,40.584208633049435
122677,[],[0.332880467522217],9,1,88.38153271234401,64.60514890319881
122686,[],[0.113216085508554],9,1,88.96533794907852,77.23236372261064
122696,[],[0.781264525072539],9,1,77.44367529016664,9.189314220325366
122699,[],[0.157389611590998],9,0,79.78461706350623,51.1928491579012
122706,[],[0.145361113173695],9,0,99.999,81.65291416317154
122721,[],[0.381117176032748],9,1,66.97292981350768,28.19255700033977
122730,[],[0.208029548253434],9,1,99.45900390756039,2.661399633683925
122731,[],[0.721127553010707],9,0,71.37545745172389,29.87926630934347
122733,[],[0.48073193701583],9,0,75.60082414281847,12.32011385416973
122734,[],[0.290123579445659],9,1,73.65380878667234,79.57532679202073
122738,[],[0.101064851562303],9,0,83.79419796613007,99.41549892849389
122741,[],[0.68125671463816],9,1,67.76533473580767,37.48008513900906
122757,[],[0.551941359133969],9,0,86.31285009659916,65.57576149969049
122758,[],[0.101447069180005],9,0,93.96410753856028,98.59303133513926
122762,[],[0.235278351681249],9,1,92.98985523552601,0.13893722711810086
122770,[],[0.220492673044968],9,1,92.0896953278011,42.804985020766225
122784,[],[0.538817705471472],9,0,63.467181508288924,60.680981025888386
122788,[],[0.273508048272954],9,0,21.903530450913888,32.73779784622184
122792,[],[0.166102412206786],9,1,34.854605540735186,4.94808512662204
122793,[],[0.120117693232943],9,0,44.40717377815928,24.924303243778986
122795,[],[0.626611570169058],9,0,73.91193829575435,23.947375746608326
122796,[],[0.670416440490117],9,1,70.48780406432036,29.65798310661543
122797,[],[0.554536442560895],9,0,66.9213101295684,38.301151487489
122798,[],[0.177889523214637],9,1,80.43804619932249,70.39009897377089
122804,[],[0.0601550027838421],9,0,96.13721071347155,55.67169127202196
122807,[],[0.211129733063538],9,1,83.76109566828008,37.30084249211798
122808,[],[0.523639967413395],9,0,65.31544095675122,40.97345717368928
122818,[],[0.177491610682468],9,0,59.01172012747545,15.21474414960183
122825,[],[0.544031375256585],9,1,92.267278915783,69.2478541837552
122829,[],[0.168095105396876],9,0,88.27099221209195,14.340542612029783
122835,[],[0.302242578793365],9,1,66.92777124011148,0.0
122839,[],[0.135593726643986],9,0,52.25700307002413,49.23811574916487
122851,[],[0.163981190803109],9,0,85.49052244247915,6.432469345658836
122857,[],[0.549055891660176],9,0,91.10057835734388,68.46356500016884
122873,[],[0.468740913715529],9,1,81.77859902933787,62.79257600592362
122882,[],[0.274926083958793],9,1,74.3017519151821,1.1175829310472107
122898,[],[0.193409563823979],9,1,60.92379205018393,54.87319091935671
122899,[],[0.673649402960941],9,1,78.71778514859994,19.735827308398562
122901,[],[0.0994361426737401],9,0,10.950611345859606,28.681840696175314
122920,[],[0.327765822119029],9,0,65.68249457312929,46.12594384254248
122940,[],[0.0986759362722568],8,1,53.36933276633882,43.35619944043913
122941,[],[0.468761313502606],8,0,62.2312326681191,60.070204395231556
122949,[],[0.401677378845637],8,0,79.68291599485748,64.64624217009509
122952,[],[0.139471696162753],8,1,94.59096503924452,16.14874210673171
122958,[],[0.583777050801455],8,0,90.44512089242914,66.46620516609902
122967,[],[0.0762911054182847],8,1,39.36955460022666,57.62426790056682
122970,[],[0.110288887815017],8,0,52.669981239418554,3.183015351596068
122972,[],[0.533625439493133],8,0,72.49530723507517,26.47366650753147
122976,[],[0.514400513817624],8,0,81.1312850856682,17.32539300961258
122978,[],[0.17800862754398],8,1,95.62844858361882,50.56696212376601
122980,[],[0.0753932260768042],8,0,19.004907664063087,12.872684726106826
122984,[],[0.100660808497183],8,0,44.37577870216588,47.66240441191718
122987,[],[0.563481599022661],8,0,74.97452325196151,61.11369746031798
123000,[],[0.14938958726897],8,0,77.64325137619107,72.60421722556295
123001,[],[0.327765822119029],8,0,65.7268153656512,46.88768825100131
123003,[],[0.18730430668921],8,1,24.069294316482093,33.06383650919787
123004,[],[0.467751670344026],8,1,75.51269822319145,75.84586022631275
123009,[],[0.29983193911273],8,0,61.860216906592555,47.36259118304396
123010,[],[0.518176208913244],8,0,75.73794061677089,5.112219570323017
123012,[],[0.185003381982664],8,0,74.84846506588795,58.50481308582541
123018,[],[0.423065474629731],8,1,82.15306482928945,17.776580323250627
123021,[],[0.711411535647018],8,0,78.02610354957902,20.849779699284564
123028,[],[0.11055772115807],8,0,36.37128016299302,11.929930548767397
123037,[],[0.592849434091066],8,0,78.12896347816277,17.01805069643136
123041,[],[0.581682919325582],8,1,73.71547346769621,60.45491514864034
123045,[],[0.212102512952874],8,0,75.30749339218723,76.91186685350526
123047,[],[0.517766362298759],8,0,53.6578500839456,61.241212305165675
123048,[],[0.350467620077096],8,1,79.92642630501288,65.91632222194971
123059,[],[0.405475996874776],8,1,40.92644624654101,72.81701298294571
123067,[],[0.246532848993313],8,1,38.967459140469394,33.31534703690614
123069,[],[0.771295938859775],8,0,74.12989564851301,4.9870454657379835
123080,[],[0.621810189031512],8,0,92.08241226185301,68.49433737526721
123084,[],[0.112484131783744],8,0,60.283703981851964,22.34465885383691
123088,[],[0.108820255251655],8,1,58.85617257241062,10.980837163731545
123095,[],[0.166651284592108],8,1,76.0716809619172,65.54325366830712
123098,[],[0.21821107415483],8,1,40.38898101909672,36.060018407210784
123103,[],[0.271198160019091],8,1,87.0558751447735,42.00641547121778
123104,[],[0.204165396135279],8,0,87.5726172709706,35.85307658671774
123108,[],[0.731382034501582],8,0,78.78048928940298,7.8548504117969955
123111,[],[0.679291198293677],8,0,76.95333551379923,17.193428648091732
123112,[],[0.381117176032748],8,0,66.17793795260333,28.76525541364605
123134,[],[0.122227174928707],8,0,89.78023978905908,85.48152158552378
123136,[],[0.0982201501754961],8,0,47.81391607303322,18.101225807187692
123137,[],[0.348854492618711],8,0,41.93958524111863,75.00692177419587
123141,[],[0.104747858792239],8,1,89.93224759907726,90.56530538633703
123142,[],[0.133117419967489],8,0,59.19885981278957,9.752285184029942
123143,[],[0.102839462179001],8,1,13.648260482389379,31.046418893652778
123144,[],[0.775260021745852],8,1,76.29791551188691,20.429838288430812
123154,[],[0.446553002089729],8,0,57.85911750269994,67.14861652438053
123157,[],[0.398349978395341],8,0,76.11799079034661,29.612755614463424
123162,[],[0.143876114910694],8,0,95.53056092286495,7.125178024177588
123163,[],[0.0989730485608052],8,0,44.00184091422675,31.776542008232568
123165,[],[0.551570960105064],8,0,54.21400869804804,61.529454199006516
123166,[],[0.588066269972608],8,1,75.174398928785,62.83719110543654
123168,[],[0.418361458398923],8,0,61.46006363280212,0.9839459766060579
123178,[],[0.128699662759846],8,1,94.75063909346629,17.908753200363645
123184,[],[0.488679411637561],8,0,63.558933432885865,42.807302512838085
123186,[],[0.217193416996171],8,1,53.13935671877123,65.63514404390924
123190,[],[0.397772963840999],8,1,66.20205455278096,62.92303853559266
123202,[],[0.284629186289408],7,1,68.36020531954519,28.93213779444803
123204,[],[0.1268905286595],7,1,49.9866723073618,46.51688499030645
123213,[],[0.106794913263967],7,0,53.173451764403225,41.35334463075147
123215,[],[0.175412737001903],7,1,88.14194558817712,28.056462094969714
123218,[],[0.207816700245225],7,1,51.594640214356765,24.80396383999678
123219,[],[0.182949960186502],7,1,56.45825523916033,12.845963318680756
123222,[],[0.214706481939224],7,0,99.75935005211687,84.30937504099342
123224,[],[0.111984594479476],7,1,99.42978614172922,93.35245248883618
123226,[],[0.114135749392384],7,1,93.42103233606709,74.88550687306554
123229,[],[0.11444743916583],7,1,30.873712780516794,28.216990174758763
123230,[],[0.56566751034107],7,1,75.02980265330831,28.760211436372735
123234,[],[0.149947971051668],7,1,45.87323876762566,18.13961588790888
123237,[],[0.245797792273152],7,1,42.431872269559854,72.3800175349733
123240,[],[0.146473782505123],7,0,96.88871025703132,12.366993381512223
123241,[],[0.532853791568359],7,1,66.26717266701138,39.602403631188466
123247,[],[0.560689901570973],7,1,15.070632963911898,0.20901825606029856
123248,[],[0.143876114910694],7,1,95.15625232942972,7.653954015255546
123249,[],[0.141960567373305],7,0,42.87124390538638,3.839793987619212
123250,[],[0.269372327728742],7,0,77.88357404700085,60.565977934622836
123254,[],[0.578953641954],7,0,80.14850705144072,13.25720006509673
123257,[],[0.405475996874776],7,0,40.476788937275856,72.17243677969081
123260,[],[0.457345939968534],7,1,67.90707756084512,41.37515051171625
123263,[],[0.775260021745852],7,0,76.94603054551462,20.337583718509585
123275,[],[0.267309698301022],7,1,61.31591020454256,43.14591586896084
123282,[],[0.223224490678655],7,0,41.98976241648343,36.10594137111113
123288,[],[0.549055891660176],7,0,91.15323502075583,68.82398495460735
123304,[],[0.586559217656458],7,0,82.51321463258105,64.69060087999378
123309,[],[0.110944817186324],7,1,92.02767299966023,47.75343497622126
123313,[],[0.0498888310367162],7,0,61.81430178683814,74.64049507523411
123320,[],[0.28889776873317],7,1,73.3291729762458,37.78928147539436
123333,[],[0.140957056831322],7,0,90.42781853458145,47.67396816563891
123350,[],[0.564738068502012],7,0,68.29978234256274,38.82212636205141
123352,[],[0.579297915039029],7,1,64.42865562761993,60.46660213622086
123353,[],[0.141317554672223],7,0,64.49587141151571,9.818651718404611
123354,[],[0.400776273996497],7,1,58.324336801377605,67.45871242675696
123356,[],[0.681120173912811],7,0,73.63318476604533,4.5537530227305565
123363,[],[0.382925977196234],7,0,16.79157028647756,12.713436308095199
123364,[],[0.697604192495566],7,0,76.35752607976404,5.425322484620089
123369,[],[0.170050537192507],7,0,22.70384422847116,27.623342376946688
123370,[],[0.106942788576919],7,0,40.28912046696118,26.00089075487457
123373,[],[0.256014016535626],7,0,37.83036589692498,5.463514763523344
