"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101"
7958.83603471999,NA,10727.2975778453,NA,5097.79041869029,NA,9008.81880728464,8296.78683560357,8424.04259889125,NA,9200.41075333443,NA,NA,8142.58757829234,8897.27190048128,NA,NA,10166.6036074729,NA,NA,7402.44797411611,8142.58757829234,9877.37831322015,6807.92385924361,NA,NA,NA,7226.74721949198,7226.74721949198,NA,NA,NA,9007.59856575416,NA,9422.34042846955,10209.6346536282,9206.0350849864,NA,8392.13398415748,NA,NA,7200.22449840998,7200.22449840998,NA,11810.8580311451,11810.8580311451,7865.62080240324,13571.7086369192,8932.11190004114,NA,NA,NA,NA,NA,9268.50584104099,9268.50584104099,NA,NA,NA,NA,8418.44631876871,9454.68384190958,9454.68384190958,8544.97274229105,9338.39622663148,10035.2523208875,10035.2523208875,NA,9467.11066944985,NA,NA,NA,NA,7714.70357403606,7714.70357403606,NA,NA,NA,NA,NA,11011.2912618581,11011.2912618581,7059.06920228662,NA,NA,NA,NA,8246.44836603016,8246.44836603016,8296.78683560357,8037.85719314199,8037.85719314199,7074.83416182981,NA,10247.5182441319,10247.5182441319,NA,NA,11419.6093243326,9887.5469926408,9887.5469926408
6705.28331303627,NA,9480.25281099075,NA,3880.03144856726,NA,7761.60573125351,7049.57375957244,7177.33445038998,NA,7953.45014106823,NA,NA,6895.29034767291,7650.36739127395,NA,NA,8919.58689214784,NA,NA,6156.18865008582,6895.29034767291,8630.33354636564,5564.07696674484,NA,NA,NA,5976.05575381076,5976.05575381076,NA,NA,NA,7760.55379889965,NA,8175.32371314448,8962.61793830309,7958.93421507302,NA,7144.69649589086,NA,NA,5948.88784755172,5948.88784755172,NA,10563.8132642906,10563.8132642906,6618.9407054314,12324.6919215942,7685.03908165719,NA,NA,NA,NA,NA,8021.43302265705,8021.43302265705,NA,NA,NA,NA,7171.17713967871,8207.66712658451,8207.66712658451,7298.15238767203,8091.40756283585,8788.17950250359,8788.17950250359,NA,8220.15005718365,NA,NA,NA,NA,6468.24788929971,6468.24788929971,NA,NA,NA,NA,NA,9764.24649500364,9764.24649500364,5812.02443543211,NA,NA,NA,NA,6999.15113541073,6999.15113541073,7049.57375957244,6790.6721686403,6790.6721686403,5829.24807450599,NA,9000.50152880678,9000.50152880678,NA,NA,10172.5926090076,8640.55832884517,8640.55832884517
6137.40815112823,NA,8935.43600627933,NA,3433.81576982437,NA,7216.19984442394,6504.11176968399,6633.69580991489,NA,7408.88580012174,NA,NA,6349.66004860784,7106.11161715126,NA,NA,8374.79813896586,NA,NA,5614.1489467886,6349.66004860784,8085.34843247761,5030.3685676902,NA,NA,NA,5418.4474516764,5418.4474516764,NA,NA,NA,7215.82114877655,NA,7630.59106302137,8417.85723665055,7413.83689506724,NA,6598.4490631782,NA,NA,5388.86711388584,5388.86711388584,NA,10019.0245111086,10019.0245111086,6075.35816801518,11779.8190138239,7140.05396776916,NA,NA,NA,NA,NA,7476.53206335733,7476.53206335733,NA,NA,NA,NA,6625.54684061365,7662.96252799084,7662.96252799084,6753.98076813765,7546.78711883049,8243.27854320387,8243.27854320387,NA,7675.52961317829,NA,NA,NA,NA,5925.61910388433,5925.61910388433,NA,NA,NA,NA,NA,9219.42969029223,9219.42969029223,5267.23568225014,NA,NA,NA,NA,6453.52083634566,6453.52083634566,6504.11176968399,6245.23823028129,6245.23823028129,5289.59275121085,NA,8455.71277562481,8455.71277562481,NA,NA,9627.77580429614,8095.8537302515,8095.8537302515
5777.63326034324,NA,8630.13718565959,NA,3343.98074680468,NA,6909.47039580294,6197.29816647469,6331.03383306215,NA,7104.14801009072,NA,NA,6042.45372398643,6801.93485770897,NA,NA,8069.58347293442,NA,NA,5315.24587488033,6042.45372398643,7779.62883891632,4750.59663885747,NA,NA,NA,5083.18959761871,5083.18959761871,NA,NA,NA,6910.60648274511,NA,7325.3483454605,8112.64257061911,7107.80873468216,NA,6289.81211055554,NA,NA,5047.97090241146,5047.97090241146,NA,9713.75374201834,9713.75374201834,5772.8925518685,11474.379935557,6834.33437420787,NA,NA,NA,NA,NA,7170.98077897266,7170.98077897266,NA,NA,NA,NA,6318.36856752167,7357.91617113602,7357.91617113602,6450.19673010746,7241.85296809342,7937.69920728976,7937.69920728976,NA,7370.67961702953,NA,NA,NA,NA,5625.2854039748,5625.2854039748,NA,NA,NA,NA,NA,8914.13086967248,8914.13086967248,4962.10517080701,NA,NA,NA,NA,6146.25840866538,6146.25840866538,6197.29816647469,5938.45267860142,5938.45267860142,4996.15972754265,NA,8150.4420065345,8150.4420065345,NA,NA,9322.44893214696,7790.80737339668,7790.80737339668
5392.97666294826,NA,8325.28718951083,NA,3315.43831560327,NA,6602.5445864759,5890.2601510299,6029.94274185785,NA,6800.05540523674,NA,NA,5734.82662642347,6498.71185026751,NA,NA,7764.78957984453,NA,NA,5019.40041968061,5734.82662642347,7474.1897606494,4481.6245488577,NA,NA,NA,4735.25245225582,4735.25245225582,NA,NA,NA,6605.8686927141,NA,7020.61055542948,7807.87672905866,6801.89278041482,NA,5980.22140593204,NA,NA,4691.50609209994,4691.50609209994,NA,9408.8476428107,9408.8476428107,5472.08197595857,11169.3335787021,6528.81114135264,NA,NA,NA,NA,NA,6865.73806141179,6865.73806141179,NA,NA,NA,NA,6010.76952148815,7053.31863875218,7053.31863875218,6147.53475325473,6937.47984794507,7632.40038667001,7632.40038667001,NA,7066.41870299893,NA,NA,NA,NA,5327.44829018511,5327.44829018511,NA,NA,NA,NA,NA,8609.28087352372,8609.28087352372,4657.95646289415,NA,NA,NA,NA,5838.60325957299,5838.60325957299,5890.2601510299,5631.55492080381,5631.55492080381,4708.05649446735,NA,7845.62006191517,7845.62006191517,NA,NA,9017.57088446876,7486.26594407172,7486.26594407172
4991.04032342053,NA,8020.60550253868,NA,3290.23401640477,NA,6295.47851950167,5583.05382640849,5729.63709347776,NA,6496.27136720655,NA,NA,5426.94706509559,6195.93766729703,NA,NA,7460.22009899013,NA,NA,4725.23805624707,5426.94706509559,7168.80678544135,4218.06640403914,NA,NA,NA,4379.74139394514,4379.74139394514,NA,NA,NA,6301.32726338913,NA,6716.06912610452,7503.33529973369,6496.03292920635,NA,5670.01356766095,NA,NA,4325.05493730911,4325.05493730911,NA,9104.19400736799,9104.19400736799,5172.14099746115,10864.3994279651,6223.42816614458,NA,NA,NA,NA,NA,6560.60754996866,6560.60754996866,NA,NA,NA,NA,5702.94606321914,6749.00162166271,6749.00162166271,5845.37770393185,6633.35919156165,7327.26987522689,7327.26987522689,NA,6762.43830426269,NA,NA,NA,NA,5030.98570133779,5030.98570133779,NA,NA,NA,NA,NA,8304.62723808101,8304.62723808101,4354.87371309988,NA,NA,NA,NA,5530.66759518623,5530.66759518623,5583.05382640849,5324.51690535902,5324.51690535902,4422.73036280623,NA,7541.02252953133,7541.02252953133,NA,NA,8712.86114596718,7181.97697851168,7181.97697851168
4685.15242068263,NA,7830.76677707866,NA,3363.26617329213,NA,6102.9748987452,5390.3818964754,5544.73543719853,NA,6307.47054833568,NA,NA,5233.5738469266,6008.25890960361,NA,NA,7270.52163117729,NA,NA,4547.12487009141,5233.5738469266,6978.21066868655,4073.13817720661,NA,NA,NA,4131.89210561089,4131.89210561089,NA,NA,NA,6111.68489863517,NA,6526.39870982112,7313.66488345029,6304.84773033338,NA,5473.94740266608,NA,NA,4063.46039955109,4063.46039955109,NA,8914.35528190797,8914.35528190797,4987.57595953515,10674.3362902696,6032.77594633091,NA,NA,NA,NA,NA,6370.32000003766,6370.32000003766,NA,NA,NA,NA,5509.57284505015,6559.5556176148,6559.5556176148,5658.40023447433,6444.22175433754,7136.89817070758,7136.89817070758,NA,6573.38502162688,NA,NA,NA,NA,4850.291774474,4850.291774474,NA,NA,NA,NA,NA,8114.78851262099,8114.78851262099,4167.98039823067,NA,NA,NA,NA,5337.21022242893,5337.21022242893,5390.3818964754,5132.06938766143,5132.06938766143,4254.35105736497,NA,7351.23990713019,7351.23990713019,NA,NA,8522.99436897772,6992.5590259932,6992.5590259932
4342.33467944186,NA,7622.48417101429,NA,3390.05538390377,NA,5891.83103667833,5179.06972523191,5341.6704156093,NA,6100.31000344876,NA,NA,5021.44818132946,5802.27652895301,NA,NA,7062.35123123067,NA,NA,4351.32519462619,5021.44818132946,6769.11456826852,3911.64552224195,NA,NA,NA,3860.21304302053,3860.21304302053,NA,NA,NA,5903.59865327685,NA,6318.28441293336,7105.5225350331,6095.13449626776,NA,5259.01658412531,NA,NA,3774.89431624009,3774.89431624009,NA,8706.10072737303,8706.10072737303,4785.01586547578,10465.7731689108,5823.65179438345,NA,NA,NA,NA,NA,6161.53246644343,6161.53246644343,NA,NA,NA,NA,5297.50328251188,6351.74988755084,6351.74988755084,5453.14719358908,6236.64043650907,6928.05453405448,6928.05453405448,NA,6366.00006450447,NA,NA,NA,NA,4651.74304912402,4651.74304912402,NA,NA,NA,NA,NA,7906.50590655662,7906.50590655662,3964.27019146441,NA,NA,NA,NA,5125.02845377292,5125.02845377292,5179.06972523191,4921.00968018286,4921.00968018286,4068.73408708511,NA,7143.01340412469,7143.01340412469,NA,NA,8314.68371138391,6784.78134745868,6784.78134745868
4113.06952935915,NA,7548.82085471462,NA,3521.16823248894,NA,5815.13815519954,5102.26463763538,5273.47714754971,NA,6027.76874832654,NA,NA,4943.80154784984,5730.96954112599,NA,NA,6988.82817257818,NA,NA,4290.59363339664,4943.80154784984,6694.58165455633,3885.30513610128,NA,NA,NA,3718.83333466168,3718.83333466168,NA,NA,NA,5830.1036461538,NA,6244.76135428087,7032.02752791005,6019.95639737853,NA,5178.31233393713,NA,NA,3612.67232151008,3612.67232151008,NA,8632.43741107337,8632.43741107337,4717.2994734166,10391.8012857874,5749.06277761239,NA,NA,NA,NA,NA,6087.30811955504,6087.30811955504,NA,NA,NA,NA,5219.85664903226,6278.50734419272,6278.50734419272,5382.62564858627,6163.70645997475,6853.77408410721,6853.77408410721,NA,6293.17829408789,NA,NA,NA,NA,4588.17828342141,4588.17828342141,NA,NA,NA,NA,NA,7832.84259025695,7832.84259025695,3896.94652081734,NA,NA,NA,NA,5047.29766570499,5047.29766570499,5102.26463763538,4844.48510788069,4844.48510788069,4018.38159174699,NA,7069.43424241333,7069.43424241333,NA,NA,8240.96429202537,6711.56685563,6711.56685563
3874.25283350339,NA,7513.74241715455,NA,3689.09871345923,NA,5776.58132798938,5063.5395012486,5244.73835564224,NA,5994.06483570885,NA,NA,4904.12265946222,5698.69625650955,NA,NA,6953.88999266529,NA,NA,4270.55081561442,4904.12265946222,6658.52141346599,3903.69291364676,NA,NA,NA,3603.47141985498,3603.47141985498,NA,NA,NA,5795.30572388809,NA,6209.9073289563,6997.17350258547,5983.13876499342,NA,5135.04284978167,NA,NA,3468.5575890312,3468.5575890312,NA,8597.3589735133,8597.3589735133,4689.2339182156,10356.3862298741,5712.94643346318,NA,NA,NA,NA,NA,6051.61254834737,6051.61254834737,NA,NA,NA,NA,5180.14970911521,6243.98993722138,6243.98993722138,5351.25001291179,6129.4976198272,6818.05046137011,6818.05046137011,NA,6259.1658146464,NA,NA,NA,NA,4564.85343669514,4564.85343669514,NA,NA,NA,NA,NA,7797.76415269688,7797.76415269688,3871.20924255955,NA,NA,NA,NA,5007.47851967019,5007.47851967019,5063.5395012486,4806.18074443545,4806.18074443545,4010.06431326913,NA,7034.43995944157,7034.43995944157,NA,NA,8205.8858544653,6677.04944865865,6677.04944865865
