"","time","stat","fact","wdim","rarify_n","rarify_nit"
"1",31.74782538414,"pi",3,7,2,5
"2",132.738705396652,"Ho",3,7,2,5
"3",712.772336483002,"biallelic_richness",3,7,2,5
