"","time","stat","fact","wdim","rarify_n","rarify_nit"
"1",7.44822406768799,"pi",3,7,2,5
"2",11.1291074752808,"Ho",3,7,2,5
"3",331.327271461487,"biallelic_richness",3,7,2,5
