"","time","stat","fact","wdim","rarify_n","rarify_nit"
"1",4.61695551872253,"pi",3,7,2,5
"2",12.9865908622742,"Ho",3,7,2,5
"3",342.504635095596,"biallelic_richness",3,7,2,5
