"","time","stat","fact","wdim","rarify_n","rarify_nit"
"1",21.6982371807098,"pi",3,7,2,5
"2",74.1672801971436,"Ho",3,7,2,5
"3",624.672470092773,"biallelic_richness",3,7,2,5
