"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.0362745098039216,0.0254901960784314,0.0205882352941176,0.0245098039215686,0.0284313725490196,0.0205882352941176,0.0235294117647059,0.0254901960784314,0.0196078431372549,0.0284313725490196,0.0235294117647059,0.0205882352941176,0.0215686274509804,0.0225490196078431,0.0245098039215686,0.0215686274509804,0.0215686274509804,0.0294117647058824,0.0274509803921569,0.0225490196078431,0.0254901960784314,0.0294117647058824,0.0470588235294118,0.046078431372549,0.0245098039215686,0.0245098039215686,0.0215686274509804,0.0264705882352941,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0215686274509804,0.0196078431372549,0.0196078431372549,0.0215686274509804,0.0264705882352941,0.0274509803921569,0.0264705882352941,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0235294117647059,0.0215686274509804,0.0372549019607843
0.0235294117647059,0.000980392156862745,0,0.00392156862745098,0,0.00294117647058824,0,0.0215686274509804,0.107843137254902,0.0862745098039216,0.0225490196078431,0.0303921568627451,0.0637254901960784,0.00294117647058824,0.00882352941176471,0,0.00392156862745098,0.0176470588235294,0.0284313725490196,0.0147058823529412,0.00490196078431373,0.0323529411764706,0.0588235294117647,0.0323529411764706,0.0107843137254902,0.00392156862745098,0.00392156862745098,0.00588235294117647,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0,0.00196078431372549,0.00196078431372549,0,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00490196078431373,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00490196078431373,0.0235294117647059
0.0215686274509804,0.00490196078431373,0,0.00196078431372549,0.00882352941176471,0.00588235294117647,0.00784313725490196,0.0313725490196078,0.0637254901960784,0.143137254901961,0.0411764705882353,0.219607843137255,0.199019607843137,0.0754901960784314,0.0372549019607843,0.0215686274509804,0.0343137254901961,0.0549019607843137,0.0264705882352941,0.0450980392156863,0.0598039215686275,0.101960784313725,0.130392156862745,0.134313725490196,0.126470588235294,0.0274509803921569,0.0196078431372549,0,0,0,0,0,0,0,0,0,0.00392156862745098,0.00196078431372549,0.00196078431372549,0.00392156862745098,0.00196078431372549,0.00196078431372549,0.00196078431372549,0,0,0,0,0,0.00294117647058824,0.0254901960784314
0.0245098039215686,0.0186274509803922,0.0323529411764706,0.0980392156862745,0.0637254901960784,0.0323529411764706,0.0509803921568627,0.053921568627451,0.0764705882352941,0.145098039215686,0.188235294117647,0.333333333333333,0.291176470588235,0.114705882352941,0.0872549019607843,0.0441176470588235,0.0686274509803922,0.0813725490196078,0.0480392156862745,0.046078431372549,0.0666666666666667,0.0803921568627451,0.0852941176470588,0.141176470588235,0.148039215686275,0.103921568627451,0.0676470588235294,0.00588235294117647,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0,0.0107843137254902,0.0107843137254902,0,0.00392156862745098,0,0.00392156862745098,0.0254901960784314,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.00196078431372549,0.000980392156862745,0.0245098039215686
0.0254901960784314,0.0509803921568627,0.053921568627451,0.0431372549019608,0.0656862745098039,0.0372549019607843,0.053921568627451,0.147058823529412,0.334313725490196,0.307843137254902,0.0754901960784314,0.0470588235294118,0.392156862745098,0.155882352941176,0.124509803921569,0.05,0.0588235294117647,0.299019607843137,0.0607843137254902,0.0470588235294118,0.0372549019607843,0.0549019607843137,0.0470588235294118,0.0745098039215686,0.152941176470588,0.15,0.092156862745098,0.0872549019607843,0.0205882352941176,0,0.00490196078431373,0.000980392156862745,0.00490196078431373,0.00196078431372549,0,0.00196078431372549,0.00882352941176471,0.0647058823529412,0.046078431372549,0.0107843137254902,0.00392156862745098,0.00392156862745098,0.0323529411764706,0.0882352941176471,0.0450980392156863,0.0264705882352941,0.00980392156862745,0.00980392156862745,0.00196078431372549,0.0235294117647059
0.0254901960784314,0.0117647058823529,0.0794117647058823,0.0411764705882353,0.096078431372549,0.21078431372549,0.270588235294118,0.431372549019608,0.126470588235294,0.105882352941176,0.125490196078431,0.0568627450980392,0.0931372549019608,0.12156862745098,0.0568627450980392,0.0588235294117647,0.0754901960784314,0.356862745098039,0.0558823529411765,0.0647058823529412,0.0558823529411765,0.05,0.0352941176470588,0.0588235294117647,0.159803921568627,0.179411764705882,0.161764705882353,0.125490196078431,0.0450980392156863,0.00392156862745098,0.000980392156862745,0.00784313725490196,0.000980392156862745,0,0.000980392156862745,0.00392156862745098,0.0225490196078431,0.0794117647058823,0.0676470588235294,0.0147058823529412,0,0.00294117647058824,0.0147058823529412,0.0803921568627451,0.0147058823529412,0.0186274509803922,0.0137254901960784,0.000980392156862745,0.00196078431372549,0.0235294117647059
0.0303921568627451,0.0323529411764706,0.26078431372549,0.137254901960784,0.117647058823529,0.0813725490196078,0.298039215686275,0.382352941176471,0.0588235294117647,0.0686274509803921,0.0598039215686274,0.0519607843137255,0.126470588235294,0.118627450980392,0.336274509803922,0.350980392156863,0.401960784313726,0.45,0.114705882352941,0.0950980392156863,0.0745098039215686,0.0686274509803921,0.05,0.133333333333333,0.2,0.180392156862745,0.113725490196078,0.0980392156862745,0.00784313725490196,0.0117647058823529,0.0284313725490196,0.0117647058823529,0.00196078431372549,0,0.00490196078431373,0.0254901960784314,0.0333333333333333,0.0274509803921569,0.32156862745098,0.0343137254901961,0.00392156862745098,0.0686274509803922,0.0215686274509804,0.0833333333333333,0.0892156862745098,0.0696078431372549,0.053921568627451,0.0235294117647059,0.00196078431372549,0.0235294117647059
0.0205882352941176,0.12156862745098,0.0568627450980392,0.0549019607843137,0.042156862745098,0.0617647058823529,0.123529411764706,0.152941176470588,0.0431372549019608,0.057843137254902,0.0431372549019608,0.12156862745098,0.0715686274509804,0.0931372549019608,0.161764705882353,0.214705882352941,0.119607843137255,0.280392156862745,0.227450980392157,0.103921568627451,0.1,0.096078431372549,0.0843137254901961,0.092156862745098,0.157843137254902,0.150980392156863,0.100980392156863,0.0392156862745098,0.00588235294117647,0.0872549019607843,0.131372549019608,0.0823529411764706,0,0.000980392156862745,0.000980392156862745,0.00392156862745098,0.053921568627451,0.0598039215686274,0.187254901960784,0.36078431372549,0.0568627450980392,0.0833333333333333,0.057843137254902,0.117647058823529,0.102941176470588,0.0882352941176471,0.0862745098039216,0.0568627450980392,0.00196078431372549,0.0235294117647059
0.0225490196078431,0.0196078431372549,0.0264705882352941,0.00588235294117647,0.00882352941176471,0.0441176470588235,0.092156862745098,0.136274509803922,0.057843137254902,0.0411764705882353,0.0509803921568627,0.0470588235294118,0.0862745098039216,0.132352941176471,0.05,0.0480392156862745,0.141176470588235,0.277450980392157,0.145098039215686,0.106862745098039,0.103921568627451,0.0931372549019608,0.109803921568627,0.12156862745098,0.141176470588235,0.133333333333333,0.142156862745098,0.108823529411765,0.0166666666666667,0.0637254901960784,0.096078431372549,0.0990196078431373,0.0666666666666667,0.0294117647058824,0.0117647058823529,0.00392156862745098,0.0372549019607843,0.0764705882352941,0.0715686274509804,0.436274509803922,0.426470588235294,0.120588235294118,0.15,0.212745098039216,0.143137254901961,0.0970588235294118,0.0705882352941176,0.0343137254901961,0.0509803921568627,0.0392156862745098
0.0215686274509804,0.00294117647058824,0,0,0.0196078431372549,0.05,0.0941176470588235,0.053921568627451,0.0401960784313725,0.0490196078431373,0.0450980392156863,0.0666666666666667,0.177450980392157,0.0343137254901961,0.057843137254902,0.0833333333333333,0.103921568627451,0.0990196078431373,0.111764705882353,0.114705882352941,0.108823529411765,0.143137254901961,0.155882352941176,0.165686274509804,0.179411764705882,0.150980392156863,0.143137254901961,0.138235294117647,0.104901960784314,0.103921568627451,0.137254901960784,0.112745098039216,0.046078431372549,0.0333333333333333,0.0156862745098039,0.046078431372549,0.0235294117647059,0.0529411764705882,0.305882352941176,0.4,0.559803921568627,0.686274509803922,0.635294117647059,0.179411764705882,0.092156862745098,0.0696078431372549,0.0352941176470588,0.0666666666666667,0.0450980392156863,0.0284313725490196
